danceability,energy,speechiness,acousticness,instrumentalness,liveness,valence,tempo,genre
0.726,0.691,0.0337,0.011,0.294,0.0916,0.118,119.996,1
0.677,0.644,0.0304,0.152,0.151,0.109,0.281,126.053,1
0.638,0.459,0.0263,0.191,0.0207,0.125,0.261,105.02,1
0.647,0.726,0.0552,0.157,0.0,0.0844,0.767,114.996,1
0.807,0.717,0.0454,0.0173,0.00102,0.13,0.564,120.046,1
0.667,0.834,0.13,0.187,1e-06,0.0515,0.674,95.015,1
0.747,0.56,0.0494,0.169,0.0,0.55,0.351,129.019,1
0.637,0.812,0.0553,0.00927,0.0,0.463,0.593,123.026,1
0.701,0.748,0.0515,0.0137,0.0673,0.218,0.851,120.007,1
0.587,0.734,0.0407,0.0653,0.000571,0.398,0.401,125.848,1
0.716,0.664,0.0396,0.0163,0.000795,0.212,0.356,101.997,1
0.546,0.838,0.0449,0.00544,0.00587,0.275,0.451,93.988,1
0.596,0.744,0.0308,0.107,0.000106,0.0665,0.373,139.877,1
0.551,0.869,0.263,0.0275,0.0,0.157,0.326,167.966,1
0.626,0.8,0.035,0.0267,0.000133,0.0623,0.26,127.965,1
0.555,0.783,0.112,0.479,0.0,0.0838,0.329,149.785,1
0.633,0.779,0.0853,0.00236,0.0295,0.371,0.679,96.009,1
0.546,0.764,0.053,0.0803,8.84e-06,0.0971,0.355,152.994,1
0.585,0.782,0.0897,0.269,0.0,0.156,0.521,121.908,1
0.667,0.811,0.105,0.0593,0.00736,0.0648,0.443,104.936,1
0.694,0.483,0.0359,0.000196,0.557,0.134,0.132,96.029,1
0.797,0.69,0.037,0.248,0.0496,0.132,0.184,124.0,1
0.603,0.899,0.0299,0.000245,0.00145,0.111,0.382,119.996,1
0.812,0.594,0.0776,0.0566,1.86e-05,0.15,0.624,105.989,1
0.474,0.745,0.0388,0.0349,0.000199,0.258,0.412,93.958,1
0.547,0.729,0.0293,0.023,5.43e-05,0.225,0.431,141.981,1
0.752,0.78,0.0474,0.00337,0.000539,0.747,0.307,123.023,1
0.47,0.56,0.0298,0.0449,3.83e-06,0.0774,0.29,143.987,1
0.611,0.651,0.0589,0.144,1.7e-05,0.105,0.351,122.983,1
0.706,0.812,0.0413,0.0167,0.0,0.368,0.482,123.025,1
0.644,0.864,0.0433,0.0888,0.133,0.154,0.593,123.975,1
0.641,0.827,0.0412,0.00685,0.000646,0.171,0.256,126.026,1
0.755,0.783,0.176,0.605,0.00663,0.203,0.419,104.022,1
0.657,0.769,0.171,0.0353,1.29e-05,0.0959,0.684,122.98,1
0.701,0.663,0.0277,0.0236,0.0107,0.114,0.281,120.039,1
0.871,0.664,0.0581,0.177,0.0133,0.109,0.357,122.036,1
0.701,0.874,0.0503,0.018,1.07e-06,0.0967,0.309,121.939,1
0.702,0.55,0.0247,0.0373,0.00234,0.147,0.535,106.003,1
0.623,0.886,0.0512,0.0526,0.0,0.409,0.235,122.095,1
0.629,0.539,0.063,0.166,0.0,0.189,0.316,109.885,1
0.613,0.843,0.0418,0.06,0.0813,0.366,0.477,120.002,1
0.707,0.882,0.0384,0.0606,0.0132,0.105,0.208,125.005,1
0.73,0.767,0.0569,0.0507,0.0,0.145,0.376,122.018,1
0.574,0.718,0.0337,0.309,1.6e-06,0.109,0.316,125.974,1
0.646,0.865,0.0401,0.132,0.0,0.206,0.524,124.028,1
0.577,0.804,0.0569,0.00684,2.63e-05,0.474,0.361,124.051,1
0.61,0.781,0.0379,0.00361,0.135,0.323,0.299,95.003,1
0.754,0.877,0.176,0.189,0.0,0.265,0.649,122.001,1
0.711,0.927,0.0632,0.104,0.0518,0.296,0.299,123.98,1
0.949,0.755,0.0427,0.327,0.00134,0.103,0.908,115.005,1
0.795,0.899,0.0685,0.00235,0.000392,0.199,0.329,125.978,1
0.678,0.917,0.0796,0.00721,0.0,0.269,0.7,121.962,1
0.684,0.816,0.0322,0.0181,0.0,0.0222,0.702,121.993,1
0.652,0.883,0.039,0.0282,2.34e-06,0.681,0.369,124.067,1
0.787,0.653,0.0649,0.0875,0.735,0.0933,0.396,122.995,1
0.577,0.554,0.0363,0.0455,1.16e-06,0.126,0.181,105.08,1
0.713,0.84,0.0372,0.0235,0.305,0.115,0.867,124.986,1
0.681,0.773,0.148,0.019,1.28e-06,0.11,0.429,119.961,1
0.71,0.797,0.0805,0.0808,0.000527,0.106,0.955,110.025,1
0.881,0.661,0.0343,0.098,0.0187,0.101,0.965,124.023,1
0.593,0.43,0.0431,0.304,0.0,0.0896,0.0955,122.09,1
0.643,0.719,0.11,0.414,0.0,0.0744,0.394,119.973,1
0.496,0.679,0.0345,0.0308,0.00327,0.316,0.224,105.059,1
0.729,0.793,0.0406,0.0365,2.22e-05,0.0422,0.63,107.038,1
0.846,0.554,0.0559,0.044,0.000367,0.0797,0.784,113.968,1
0.497,0.757,0.127,0.0449,0.0,0.119,0.507,169.902,1
0.788,0.686,0.0541,0.0528,0.07,0.109,0.277,126.038,1
0.706,0.636,0.0383,0.308,0.0,0.215,0.435,119.927,1
0.78,0.916,0.0699,0.00127,0.193,0.0611,0.426,126.006,1
0.764,0.866,0.0406,0.0614,0.0054,0.312,0.537,124.999,1
0.733,0.848,0.129,0.229,0.00182,0.0635,0.397,123.004,1
0.441,0.725,0.0488,0.144,0.141,0.144,0.0646,118.048,1
0.836,0.882,0.053,0.0163,0.32,0.0843,0.656,123.985,1
0.682,0.677,0.0562,0.0229,2.25e-05,0.549,0.199,100.024,1
0.68,0.751,0.0347,0.19,0.00119,0.109,0.101,121.004,1
0.713,0.789,0.0406,0.152,0.021,0.0913,0.0501,111.934,1
0.8,0.66,0.158,0.158,0.02,0.14,0.634,117.923,1
0.759,0.714,0.0388,0.0131,0.0889,0.22,0.462,122.017,1
0.657,0.879,0.0741,0.0688,0.776,0.0799,0.901,106.016,1
0.513,0.526,0.0314,0.343,0.0,0.14,0.113,123.858,1
0.828,0.527,0.0891,0.00207,0.0,0.0865,0.441,115.95,1
0.712,0.865,0.037,0.0401,0.0751,0.0881,0.198,122.023,1
0.48,0.884,0.0897,0.199,5.41e-06,0.094,0.623,117.708,1
0.782,0.757,0.0406,0.0706,0.000554,0.32,0.655,123.964,1
0.511,0.545,0.0684,0.419,0.214,0.0741,0.149,125.011,1
0.666,0.679,0.0356,0.127,0.515,0.11,0.322,113.022,1
0.504,0.729,0.103,0.0808,0.0,0.0948,0.535,109.71,1
0.751,0.8,0.0375,0.000461,0.000521,0.132,0.48,126.007,1
0.738,0.681,0.0431,0.0317,5.67e-05,0.322,0.4,120.058,1
0.721,0.894,0.0488,0.0428,0.502,0.134,0.88,127.005,1
0.606,0.853,0.0392,0.00673,1.19e-06,0.241,0.333,122.001,1
0.662,0.918,0.0765,0.00747,0.00219,0.125,0.143,114.978,1
0.573,0.89,0.0384,0.0018,0.765,0.473,0.177,110.971,1
0.658,0.937,0.0389,0.0102,0.329,0.169,0.342,124.988,1
0.571,0.738,0.0412,0.134,4.21e-05,0.0747,0.476,123.001,1
0.62,0.768,0.0454,0.0119,3.97e-05,0.258,0.637,167.998,1
0.779,0.727,0.053,0.165,0.0194,0.32,0.455,124.021,1
0.782,0.748,0.0734,0.563,0.0,0.332,0.645,105.028,1
0.763,0.759,0.0305,0.408,5.4e-05,0.112,0.251,114.009,1
0.678,0.807,0.0383,0.00155,0.00284,0.292,0.271,126.024,1
0.816,0.708,0.0464,0.127,0.515,0.113,0.567,122.974,1
0.655,0.89,0.0611,0.101,0.0149,0.488,0.328,127.979,1
0.532,0.814,0.0411,0.0876,0.156,0.104,0.117,124.127,1
0.82,0.743,0.0777,0.436,0.74,0.124,0.293,125.001,1
0.533,0.752,0.0395,0.00874,0.00265,0.733,0.371,75.03,1
0.732,0.634,0.0405,0.0791,0.0177,0.234,0.687,123.925,1
0.68,0.769,0.0642,0.133,0.0,0.35,0.485,123.063,1
0.841,0.585,0.102,0.12,0.00315,0.1,0.123,124.007,1
0.538,0.576,0.093,0.389,0.0,0.378,0.257,93.133,1
0.595,0.89,0.0353,0.319,0.0828,0.324,0.518,95.009,1
0.649,0.902,0.0523,0.000758,9.96e-06,0.192,0.719,124.019,1
0.68,0.722,0.0683,0.18,0.000137,0.339,0.2,120.012,1
0.508,0.848,0.0995,0.097,0.0375,0.123,0.0346,128.247,1
0.667,0.908,0.0933,0.0333,2.18e-05,0.327,0.533,137.994,1
0.558,0.736,0.0354,0.00566,0.0,0.271,0.42,129.903,1
0.665,0.525,0.269,0.505,0.000137,0.0933,0.19,180.081,1
0.688,0.733,0.038,0.166,5.35e-05,0.109,0.684,120.016,1
0.848,0.821,0.0527,0.0169,0.000403,0.0962,0.249,125.051,1
0.696,0.793,0.097,0.0683,3.78e-06,0.18,0.698,120.003,1
0.748,0.786,0.057,0.0226,5.54e-05,0.167,0.664,123.996,1
0.779,0.937,0.0496,0.0443,0.101,0.0912,0.49,125.025,1
0.752,0.935,0.203,0.0742,0.0352,0.081,0.31,126.022,1
0.81,0.864,0.0374,0.0339,0.927,0.0593,0.768,124.992,1
0.728,0.994,0.0393,0.00222,0.00595,0.081,0.747,134.98,1
0.638,0.879,0.0288,0.0107,0.193,0.129,0.593,150.013,1
0.72,0.858,0.0314,0.000307,0.692,0.0932,0.565,124.001,1
0.777,0.659,0.0309,0.115,0.0,0.0624,0.465,125.078,1
0.862,0.79,0.0672,0.0418,0.00615,0.0746,0.587,129.005,1
0.699,0.988,0.0995,0.00985,0.934,0.0847,0.192,125.991,1
0.786,0.75,0.102,0.0742,0.0277,0.109,0.696,124.032,1
0.793,0.637,0.166,0.0905,0.706,0.118,0.421,134.036,1
0.858,0.646,0.0475,0.00101,0.159,0.0579,0.184,124.016,1
0.709,0.803,0.0612,0.503,0.051,0.122,0.106,126.926,1
0.798,0.96,0.261,0.0267,0.846,0.0988,0.0981,126.041,1
0.706,0.74,0.0325,0.0245,0.512,0.135,0.444,122.007,1
0.737,0.828,0.0396,0.0149,0.000588,0.0862,0.517,124.051,1
0.798,0.62,0.232,0.414,0.0192,0.112,0.235,120.031,1
0.689,0.897,0.034,0.145,4.6e-06,0.0676,0.582,124.025,1
0.598,0.527,0.0415,0.129,0.0,0.14,0.53,123.943,1
0.882,0.965,0.13,0.0136,0.388,0.206,0.759,128.129,1
0.481,0.825,0.0581,0.0645,0.0,0.263,0.369,129.896,1
0.708,0.945,0.234,0.00104,0.0803,0.227,0.545,127.96,1
0.602,0.834,0.0358,0.0297,0.887,0.34,0.353,125.99,1
0.88,0.821,0.118,0.0197,0.661,0.234,0.575,127.907,1
0.723,0.806,0.0521,0.00666,0.876,0.276,0.539,124.976,1
0.779,0.963,0.0399,0.0334,0.493,0.664,0.759,127.941,1
0.653,0.886,0.0685,0.0778,0.236,0.126,0.0638,124.004,1
0.571,0.903,0.214,0.0615,1.23e-06,0.186,0.477,127.951,1
0.69,0.933,0.0832,0.0252,2.51e-05,0.493,0.523,119.987,1
0.582,0.894,0.041,0.0022,0.0223,0.0664,0.0694,125.946,1
0.727,0.763,0.0341,0.1,0.0,0.0763,0.554,126.071,1
0.801,0.691,0.051,0.161,0.298,0.119,0.715,125.976,1
0.646,0.823,0.0394,0.213,0.0,0.322,0.418,128.035,1
0.611,0.906,0.0638,0.0175,0.603,0.39,0.476,149.989,1
0.573,0.982,0.0576,0.0278,0.768,0.386,0.0617,135.034,1
0.631,0.84,0.0347,0.0009,0.0374,0.109,0.113,125.992,1
0.625,0.951,0.0393,0.0718,0.585,0.164,0.376,130.001,1
0.564,0.976,0.173,0.005,0.000651,0.23,0.366,126.44,1
0.807,0.812,0.106,0.00773,0.000501,0.236,0.242,128.012,1
0.612,0.802,0.0743,0.00693,2.33e-05,0.422,0.775,118.036,1
0.416,0.849,0.0455,0.00864,0.000138,0.204,0.147,125.098,1
0.644,0.616,0.0391,0.0927,0.0,0.105,0.467,124.957,1
0.454,0.931,0.0321,0.238,0.000623,0.289,0.462,137.945,1
0.627,0.998,0.0735,0.031,0.0219,0.126,0.157,127.975,1
0.595,0.914,0.0363,0.00137,0.445,0.0714,0.0381,128.019,1
0.437,0.898,0.0557,0.118,0.00143,0.386,0.167,173.888,1
0.716,0.963,0.0931,0.0344,0.0,0.292,0.707,124.97,1
0.74,0.774,0.0589,0.0262,0.00307,0.0959,0.844,125.058,1
0.511,0.899,0.0601,0.115,0.000105,0.107,0.0773,121.0,1
0.597,0.837,0.0385,0.000863,0.0,0.107,0.531,125.971,1
0.418,0.486,0.0318,0.929,0.461,0.0988,0.249,74.924,1
0.576,0.953,0.0362,0.00106,0.49,0.474,0.303,140.042,1
0.77,0.832,0.0512,0.00194,0.213,0.136,0.698,123.93,1
0.443,0.813,0.0819,0.00673,0.0177,0.0983,0.735,169.969,1
0.563,0.857,0.074,0.02,0.187,0.189,0.621,116.106,1
0.751,0.897,0.0468,0.00957,2.88e-05,0.329,0.482,119.97,1
0.704,0.927,0.0437,0.185,0.108,0.325,0.342,114.995,1
0.702,0.646,0.062,0.0247,0.913,0.203,0.288,112.004,1
0.583,0.92,0.0336,0.163,0.969,0.0567,0.227,127.004,1
0.631,0.565,0.0294,0.00914,0.176,0.125,0.402,115.019,1
0.642,0.847,0.0407,0.00792,0.659,0.126,0.347,120.004,1
0.625,0.743,0.029,0.00188,0.212,0.635,0.214,94.992,1
0.511,0.807,0.0724,0.0559,0.0316,0.158,0.218,124.989,1
0.582,0.896,0.0638,0.00211,0.728,0.0218,0.665,134.994,1
0.64,0.657,0.0452,0.00231,0.888,0.286,0.279,117.914,1
0.688,0.809,0.0474,0.0694,0.88,0.602,0.615,126.019,1
0.512,0.728,0.0459,0.00783,0.0818,0.172,0.0584,112.994,1
0.616,0.835,0.0403,0.0102,0.0,0.231,0.575,110.032,1
0.552,0.93,0.0355,0.000579,0.81,0.107,0.625,114.981,1
0.907,0.524,0.0425,0.0594,0.131,0.0841,0.702,116.016,1
0.589,0.661,0.0261,0.0082,0.0,0.36,0.52,111.958,1
0.498,0.491,0.0361,0.505,0.729,0.205,0.123,132.649,1
0.719,0.51,0.333,0.105,0.0451,0.0776,0.757,119.913,1
0.632,0.791,0.0406,0.186,0.803,0.0648,0.249,108.021,1
0.68,0.631,0.0483,0.00132,0.0184,0.266,0.588,109.7,1
0.727,0.796,0.0454,0.00329,0.66,0.269,0.465,98.015,1
0.743,0.682,0.0366,0.586,0.867,0.141,0.536,134.018,1
0.724,0.595,0.14,0.00699,0.00351,0.103,0.364,122.646,1
0.72,0.572,0.0446,0.693,0.95,0.1,0.0382,120.005,1
0.788,0.809,0.231,0.0176,0.000632,0.506,0.87,146.291,1
0.725,0.537,0.0448,0.000261,0.0296,0.404,0.784,123.057,1
0.571,0.76,0.303,0.0115,0.0,0.472,0.589,186.001,1
0.799,0.876,0.0869,0.000344,0.275,0.345,0.45,129.481,1
0.851,0.915,0.0659,0.121,0.00148,0.138,0.463,130.005,1
0.925,0.91,0.197,0.11,0.644,0.105,0.388,131.83,1
0.853,0.852,0.239,0.409,0.0,0.326,0.772,91.963,1
0.708,0.858,0.0727,0.0076,0.00536,0.21,0.798,75.218,1
0.971,0.749,0.196,0.0241,0.000104,0.101,0.872,129.555,1
0.917,0.919,0.0957,0.00398,0.0412,0.259,0.55,128.746,1
0.936,0.55,0.0548,0.00935,0.000322,0.0688,0.763,120.963,1
0.808,0.916,0.0866,0.0337,0.0,0.0416,0.899,149.112,1
0.853,0.934,0.156,0.00124,0.0,0.363,0.508,140.747,1
0.808,0.388,0.046,0.00366,0.00162,0.075,0.602,123.167,1
0.934,0.498,0.137,0.011,0.571,0.0476,0.277,130.005,1
0.785,0.71,0.065,0.343,0.000496,0.116,0.555,122.588,1
0.769,0.961,0.22,0.0256,0.00171,0.161,0.892,123.042,1
0.793,0.691,0.0525,0.00114,0.0,0.0989,0.484,120.102,1
0.894,0.443,0.246,0.0348,0.000131,0.118,0.491,126.072,1
0.923,0.588,0.0601,4.73e-05,0.000512,0.0533,0.316,128.014,1
0.801,0.765,0.203,0.0399,8.35e-06,0.429,0.624,138.052,1
0.484,0.829,0.0996,0.0154,0.000759,0.548,0.388,116.996,1
0.9,0.726,0.0549,0.323,0.0,0.0842,0.878,110.009,1
0.694,0.881,0.0701,0.0153,0.0196,0.0851,0.924,121.554,1
0.704,0.868,0.0315,0.0834,0.0,0.206,0.808,131.468,1
0.85,0.466,0.0555,0.314,0.0234,0.129,0.86,109.936,1
0.648,0.956,0.0497,0.0507,0.000869,0.323,0.821,126.845,1
0.756,0.765,0.272,0.00523,0.0,0.185,0.641,115.986,1
0.76,0.401,0.0674,0.564,0.259,0.0977,0.619,115.989,1
0.629,0.851,0.0294,0.0309,0.303,0.0947,0.961,130.7,1
0.657,0.431,0.166,0.149,2.18e-05,0.0428,0.926,112.008,1
0.899,0.857,0.037,0.0499,0.0299,0.112,0.961,125.072,1
0.8,0.774,0.0695,0.315,0.0,0.064,0.932,125.977,1
0.862,0.918,0.108,0.0287,1.15e-06,0.0492,0.651,124.811,1
0.743,0.875,0.154,0.0105,0.174,0.174,0.692,130.006,1
0.797,0.696,0.131,0.338,2.28e-06,0.1,0.805,103.914,1
0.817,0.564,0.0354,0.0984,0.803,0.356,0.558,125.034,1
0.875,0.647,0.0357,0.138,0.00237,0.172,0.903,109.985,1
0.659,0.757,0.038,0.128,0.485,0.0859,0.553,104.997,1
0.689,0.907,0.0595,0.0115,1.02e-06,0.0983,0.897,120.016,1
0.777,0.737,0.0351,0.0421,0.379,0.0265,0.891,123.993,1
0.926,0.549,0.0935,0.42,0.0399,0.298,0.666,123.044,1
0.468,0.441,0.0278,0.188,0.907,0.111,0.207,93.029,1
0.632,0.314,0.0407,0.812,0.959,0.121,0.147,125.002,1
0.318,0.523,0.0564,0.68,0.928,0.153,0.0678,114.991,1
0.569,0.412,0.0295,2.95e-05,0.547,0.108,0.0621,123.981,1
0.411,0.505,0.0302,0.0168,0.911,0.0861,0.113,89.973,1
0.704,0.382,0.0339,0.896,0.896,0.0941,0.287,100.0,1
0.665,0.607,0.0367,0.131,0.737,0.0729,0.466,151.984,1
0.536,0.776,0.0388,0.158,0.84,0.113,0.105,100.035,1
0.852,0.285,0.0723,0.516,0.845,0.11,0.221,120.085,1
0.735,0.352,0.0414,0.313,0.547,0.107,0.0981,119.985,1
0.523,0.727,0.027,8.28e-05,0.882,0.105,0.23,99.969,1
0.702,0.331,0.0337,0.646,0.894,0.379,0.51,126.007,1
0.728,0.437,0.0323,0.534,0.787,0.262,0.225,119.996,1
0.0,0.391,0.0,0.379,0.9,0.107,0.0,0.0,1
0.668,0.19,0.0392,0.532,0.678,0.102,0.134,135.989,1
0.621,0.714,0.0454,0.609,0.868,0.19,0.0399,110.023,1
0.641,0.188,0.0313,0.935,0.00709,0.132,0.279,83.577,1
0.223,0.284,0.0371,0.559,0.856,0.0809,0.0756,71.574,1
0.795,0.503,0.0649,0.503,0.562,0.197,0.684,109.985,1
0.567,0.292,0.0443,0.634,0.411,0.11,0.203,172.019,1
0.269,0.0964,0.0299,0.931,0.844,0.0885,0.0398,137.798,1
0.518,0.189,0.0364,0.958,0.859,0.0913,0.253,140.051,1
0.594,0.244,0.0296,0.854,0.92,0.121,0.139,90.025,1
0.608,0.172,0.0327,0.373,0.891,0.108,0.327,81.353,1
0.584,0.14,0.0559,0.641,0.865,0.112,0.0365,100.013,1
0.594,0.548,0.0334,0.529,0.774,0.0801,0.337,109.982,1
0.587,0.119,0.0348,0.925,0.887,0.104,0.0596,147.7,1
0.364,0.155,0.0276,0.946,0.869,0.0843,0.0569,69.866,1
0.256,0.226,0.0354,0.9,0.921,0.18,0.0397,120.928,1
0.137,0.182,0.0356,0.524,0.76,0.109,0.0346,72.98,1
0.854,0.464,0.184,0.771,0.922,0.109,0.21,107.055,1
0.441,0.289,0.0323,0.929,0.861,0.0825,0.345,80.043,1
0.734,0.804,0.0543,0.049,0.837,0.101,0.506,93.008,1
0.217,0.415,0.0286,0.695,0.204,0.104,0.0425,99.387,1
0.575,0.398,0.0308,0.9,0.87,0.156,0.169,139.99,1
0.218,0.306,0.0333,0.952,0.947,0.26,0.039,79.937,1
0.257,0.43,0.0432,0.491,0.808,0.123,0.0358,93.923,1
0.561,0.561,0.0574,0.693,0.952,0.0892,0.0257,120.013,1
0.572,0.217,0.0323,0.856,0.93,0.103,0.0742,124.993,1
0.44,0.291,0.0323,0.446,0.835,0.0943,0.049,120.008,1
0.715,0.461,0.0494,0.725,0.916,0.103,0.0865,126.98,1
0.573,0.806,0.0551,0.625,0.896,0.113,0.09,130.985,1
0.305,0.268,0.0315,0.837,0.882,0.0962,0.101,183.91,1
0.688,0.372,0.0421,0.392,0.18,0.0777,0.144,100.025,1
0.739,0.527,0.0471,0.654,0.843,0.186,0.366,131.944,1
0.296,0.196,0.0344,0.961,0.9,0.118,0.0993,113.955,1
0.387,0.155,0.0323,0.97,0.901,0.0875,0.0558,111.706,1
0.625,0.402,0.0397,0.786,0.788,0.159,0.318,160.001,1
0.644,0.494,0.0304,0.488,0.943,0.11,0.427,140.027,1
0.486,0.713,0.0414,0.23,0.711,0.145,0.252,114.762,1
0.538,0.496,0.03,0.542,0.958,0.109,0.271,140.039,1
0.512,0.337,0.0419,0.698,0.867,0.102,0.137,176.143,1
0.744,0.103,0.0433,0.937,0.925,0.111,0.52,99.982,1
0.621,0.443,0.0746,0.0193,0.952,0.158,0.232,94.997,1
0.569,0.181,0.0496,0.916,0.908,0.0978,0.0763,120.013,1
0.74,0.259,0.0387,0.871,0.906,0.0966,0.6,144.073,1
0.673,0.754,0.0363,0.41,0.88,0.238,0.498,100.016,1
0.653,0.0878,0.0388,0.857,0.893,0.101,0.196,68.999,1
0.516,0.522,0.0272,0.0617,0.955,0.107,0.129,140.072,1
0.591,0.592,0.0397,0.427,0.742,0.205,0.665,88.961,1
0.693,0.494,0.0443,0.0214,0.893,0.114,0.196,100.018,1
0.633,0.696,0.0302,0.0257,0.744,0.26,0.547,107.006,1
0.317,0.0886,0.0368,0.965,0.917,0.0833,0.174,124.027,1
0.743,0.629,0.0615,0.57,0.879,0.155,0.448,110.014,1
0.653,0.422,0.0291,0.882,0.873,0.11,0.367,123.894,1
0.724,0.546,0.0321,0.71,0.883,0.105,0.335,89.997,1
0.45,0.569,0.033,0.155,0.942,0.0763,0.112,87.004,1
0.592,0.66,0.0415,0.136,0.913,0.288,0.0729,120.004,1
0.76,0.167,0.0998,0.269,0.851,0.0998,0.522,82.491,1
0.66,0.471,0.0277,0.579,0.924,0.388,0.536,100.03,1
0.64,0.274,0.0333,0.408,0.83,0.109,0.14,114.175,1
0.508,0.673,0.0444,0.535,0.899,0.108,0.763,122.0,1
0.569,0.812,0.0334,0.00981,0.504,0.103,0.115,125.055,1
0.591,0.533,0.0312,0.463,0.321,0.0712,0.262,145.976,1
0.788,0.293,0.0806,0.791,0.899,0.103,0.75,84.008,1
0.653,0.457,0.0348,0.0299,0.928,0.125,0.591,79.992,1
0.644,0.655,0.0357,0.628,0.885,0.113,0.175,89.985,1
0.629,0.134,0.0358,0.686,0.638,0.101,0.461,109.027,1
0.698,0.503,0.0479,0.297,0.884,0.0894,0.467,93.997,1
0.67,0.43,0.0499,0.0379,0.833,0.122,0.251,89.99,1
0.761,0.307,0.0758,0.629,0.862,0.0997,0.357,143.938,1
0.533,0.317,0.0272,0.792,0.962,0.176,0.442,150.135,1
0.583,0.142,0.0292,0.94,0.891,0.0897,0.0655,115.999,1
0.679,0.494,0.0587,0.231,0.888,0.085,0.055,104.001,1
0.629,0.105,0.0309,0.909,0.929,0.0835,0.106,119.917,1
0.543,0.399,0.0333,0.912,0.876,0.11,0.321,79.891,1
0.611,0.454,0.0342,0.92,0.942,0.111,0.474,120.039,1
0.478,0.506,0.0375,0.823,0.945,0.376,0.0823,158.195,1
0.563,0.361,0.0275,0.816,0.92,0.127,0.104,78.005,1
0.741,0.513,0.0445,0.0256,0.43,0.103,0.309,91.973,1
0.175,0.351,0.0374,0.566,0.782,0.109,0.0505,119.778,1
0.407,0.12,0.046,0.964,0.939,0.0886,0.195,74.023,1
0.439,0.338,0.0373,0.916,0.953,0.129,0.0547,136.122,1
0.693,0.512,0.0478,0.0138,0.834,0.142,0.0802,95.007,1
0.657,0.564,0.0423,0.87,0.912,0.111,0.166,105.003,1
0.542,0.456,0.0498,0.289,0.937,0.0902,0.0711,72.031,1
0.455,0.513,0.028,0.242,0.635,0.142,0.325,160.014,1
0.568,0.29,0.0334,0.625,0.954,0.105,0.216,78.052,1
0.535,0.443,0.0296,0.885,0.882,0.0873,0.222,82.998,1
0.726,0.577,0.0376,0.618,0.922,0.101,0.114,119.992,1
0.376,0.413,0.0394,0.511,0.876,0.0782,0.0521,124.15,1
0.497,0.751,0.039,0.0006,0.897,0.287,0.0302,120.087,1
0.624,0.513,0.0269,0.0176,0.881,0.0593,0.222,100.008,1
0.52,0.419,0.0405,0.615,0.219,0.199,0.206,99.976,1
0.538,0.686,0.0479,0.502,0.9,0.145,0.0741,156.011,1
0.754,0.219,0.0554,0.0416,0.906,0.351,0.301,146.009,1
0.491,0.0494,0.0373,0.981,0.896,0.107,0.175,74.991,1
0.463,0.393,0.0279,0.0111,0.834,0.107,0.274,82.617,1
0.0957,0.0419,0.0382,0.88,0.854,0.13,0.0555,79.818,1
0.678,0.366,0.0361,0.728,0.898,0.0886,0.305,134.037,1
0.59,0.468,0.0314,0.354,0.919,0.112,0.251,150.013,1
0.595,0.393,0.0278,0.0176,0.787,0.133,0.471,119.988,1
0.701,0.494,0.0621,0.305,0.575,0.307,0.207,108.002,1
0.9,0.39,0.0655,0.363,0.856,0.0995,0.752,114.02,1
0.579,0.306,0.0436,0.856,0.843,0.14,0.115,79.961,1
0.693,0.263,0.0498,0.889,0.93,0.111,0.487,84.978,1
0.694,0.509,0.0932,0.307,0.589,0.113,0.637,162.003,1
0.572,0.363,0.105,0.85,0.936,0.185,0.631,88.918,1
0.668,0.233,0.0414,0.646,0.897,0.247,0.27,171.977,1
0.643,0.429,0.037,0.411,0.673,0.123,0.224,136.102,1
0.759,0.322,0.0421,0.372,0.904,0.103,0.0548,120.007,1
0.53,0.143,0.259,0.492,0.72,0.0811,0.472,175.877,1
0.567,0.366,0.0481,0.226,0.871,0.11,0.488,120.061,1
0.593,0.391,0.0521,0.338,0.907,0.116,0.0394,130.531,1
0.846,0.25,0.0453,0.0979,0.873,0.0967,0.66,82.014,1
0.511,0.556,0.0279,0.2,0.828,0.149,0.0967,99.984,1
0.665,0.271,0.0447,0.931,0.905,0.113,0.467,140.073,1
0.434,0.637,0.0373,0.426,0.825,0.115,0.112,177.999,1
0.578,0.21,0.0839,0.919,0.919,0.109,0.147,73.973,1
0.564,0.505,0.0426,0.702,0.877,0.092,0.0374,138.144,1
0.365,0.34,0.0329,0.975,0.93,0.0911,0.0376,123.109,1
0.543,0.324,0.0304,0.865,0.736,0.0768,0.0388,140.044,1
0.434,0.443,0.0242,0.137,0.979,0.0651,0.332,80.0,1
0.735,0.138,0.0624,0.943,0.938,0.0965,0.664,95.009,1
0.648,0.624,0.0298,0.0478,0.0439,0.0839,0.238,122.983,1
0.46,0.0799,0.0352,0.943,0.882,0.0892,0.15,149.647,1
0.244,0.474,0.0292,0.214,0.907,0.115,0.334,84.402,1
0.613,0.417,0.0581,0.356,0.0818,0.134,0.034,124.015,1
0.562,0.292,0.0366,0.956,0.931,0.108,0.2,115.019,1
0.362,0.195,0.0391,0.961,0.932,0.0921,0.0472,160.072,1
0.141,0.16,0.0362,0.932,0.947,0.062,0.133,94.705,1
0.549,0.524,0.056,0.697,0.864,0.0876,0.133,178.004,1
0.513,0.467,0.0387,0.567,0.894,0.364,0.501,102.991,1
0.681,0.361,0.0346,0.761,0.931,0.082,0.214,117.947,1
