danceability,energy,speechiness,acousticness,instrumentalness,liveness,valence,tempo,genre
0.854,0.698,0.143,0.127,0.0963,0.184,0.577,119.026,1
0.706,0.721,0.0284,0.00665,0.0149,0.19,0.523,116.001,1
0.791,0.756,0.0328,0.237,0.0237,0.095,0.927,117.988,1
0.666,0.325,0.0279,0.717,0.667,0.114,0.0767,115.01,1
0.759,0.739,0.0337,0.226,0.0124,0.0966,0.449,117.982,1
0.678,0.919,0.0374,0.0173,0.256,0.0915,0.798,123.0,1
0.856,0.524,0.0375,0.303,0.0,0.0675,0.631,117.019,1
0.843,0.635,0.0788,0.431,0.002,0.863,0.942,111.023,1
0.495,0.54,0.0645,0.13,0.0103,0.0765,0.339,125.973,1
0.646,0.831,0.188,0.115,0.0,0.371,0.544,90.816,1
0.775,0.657,0.0831,0.503,0.798,0.0838,0.434,119.007,1
0.662,0.913,0.0343,0.114,0.0199,0.0853,0.886,118.992,1
0.764,0.591,0.0451,0.111,1.51e-05,0.107,0.668,116.038,1
0.65,0.735,0.0433,0.0314,0.0323,0.128,0.923,169.98,1
0.358,0.578,0.0591,0.521,0.00359,0.107,0.274,99.905,1
0.726,0.203,0.122,0.453,0.000308,0.139,0.643,92.029,1
0.702,0.642,0.0394,0.01,0.815,0.0741,0.425,115.984,1
0.752,0.528,0.0379,0.00326,0.707,0.0282,0.467,121.993,1
0.656,0.552,0.0357,0.452,0.925,0.122,0.624,114.976,1
0.788,0.45,0.0797,0.00451,0.101,0.189,0.49,118.006,1
0.791,0.694,0.0698,0.0187,0.395,0.141,0.902,125.002,1
0.572,0.911,0.0703,0.356,0.427,0.72,0.43,104.98,1
0.766,0.901,0.0562,0.0184,0.0536,0.564,0.463,121.005,1
0.764,0.608,0.0513,0.0331,0.828,0.333,0.358,117.997,1
0.8,0.734,0.0478,0.0634,0.891,0.0709,0.403,122.993,1
0.818,0.857,0.205,0.000235,0.00125,0.696,0.905,136.018,1
0.694,0.91,0.0628,0.00131,0.62,0.344,0.179,136.018,1
0.669,0.984,0.0929,0.000245,0.673,0.318,0.534,135.978,1
0.595,0.715,0.0632,0.0157,0.00191,0.121,0.728,168.001,1
0.55,0.78,0.148,0.0491,0.0,0.379,0.22,149.982,1
0.563,0.761,0.034,0.00104,0.0,0.08,0.364,87.009,1
0.464,0.701,0.0395,0.000199,0.0,0.0484,0.277,147.944,1
0.554,0.741,0.0342,0.00109,0.0,0.0775,0.332,87.011,1
0.464,0.701,0.0395,0.000199,0.0,0.0484,0.277,147.944,1
0.812,0.418,0.038,0.000327,0.0,0.0772,0.85,110.804,1
0.395,0.603,0.147,0.0826,0.0,0.19,0.365,185.38,1
0.595,0.715,0.0632,0.0157,0.00191,0.121,0.728,168.001,1
0.471,0.725,0.0322,0.0368,0.0,0.374,0.342,164.105,1
0.608,0.838,0.0309,0.159,1.31e-06,0.0877,0.631,98.048,1
0.701,0.475,0.0265,0.373,0.00452,0.0506,0.413,129.999,1
0.711,0.826,0.0869,0.033,0.708,0.105,0.54,127.987,1
0.687,0.741,0.0557,0.0745,0.0659,0.107,0.168,120.021,1
0.699,0.861,0.0456,0.00881,0.0348,0.113,0.144,119.999,1
0.609,0.716,0.045,0.465,0.124,0.382,0.0866,124.977,1
0.694,0.661,0.0377,0.833,0.0175,0.12,0.133,124.996,1
0.604,0.995,0.164,0.00306,0.626,0.109,0.262,136.216,1
0.399,0.982,0.159,0.0003,0.000204,0.0947,0.224,160.261,1
0.508,0.848,0.0995,0.097,0.0375,0.123,0.0346,128.247,1
0.667,0.908,0.0933,0.0333,2.18e-05,0.327,0.533,137.994,1
0.62,0.561,0.029,0.253,0.895,0.12,0.0646,128.01,1
0.281,0.431,0.031,0.476,0.0999,0.14,0.0754,100.279,1
0.296,0.948,0.0664,0.00262,4.45e-05,0.619,0.318,109.757,1
0.49,0.703,0.0567,0.33,0.00185,0.254,0.505,129.797,1
0.322,0.488,0.0264,0.0242,0.00029,0.31,0.416,97.134,1
0.409,0.0523,0.0343,0.993,0.943,0.117,0.344,145.833,1
0.358,0.974,0.0454,8.65e-05,0.344,0.1,0.565,135.136,1
0.869,0.269,0.0707,0.187,0.24,0.103,0.478,127.816,1
0.732,0.464,0.0527,0.0899,3.1e-05,0.0997,0.647,149.954,1
0.673,0.808,0.0491,0.0121,0.878,0.037,0.303,130.041,1
0.457,0.956,0.122,0.000145,0.00866,0.395,0.393,170.063,1
0.574,0.531,0.0279,0.279,0.0591,0.116,0.239,134.97,1
0.407,0.924,0.0788,0.0208,0.0605,0.208,0.218,168.038,1
0.505,0.0728,0.0457,0.965,5.24e-05,0.0928,0.34,110.742,1
0.199,0.866,0.0926,0.0803,6.46e-06,0.435,0.684,209.905,1
0.0939,0.0679,0.0408,0.276,0.671,0.332,0.0371,172.104,1
0.725,0.877,0.0646,0.068,3.65e-05,0.09,0.0976,105.921,1
0.638,0.805,0.14,0.00316,0.00184,0.195,0.654,160.184,1
0.494,0.431,0.0297,0.00634,0.000145,0.0864,0.175,142.936,1
0.459,0.59,0.155,0.023,0.158,0.459,0.604,217.975,1
0.425,0.795,0.0478,0.0227,0.0174,0.0685,0.367,148.414,1
0.0959,0.159,0.0361,0.964,0.976,0.683,0.173,87.871,1
0.59,0.941,0.182,0.00731,0.00148,0.0769,0.806,132.961,1
0.498,0.989,0.166,0.0259,0.549,0.888,0.0892,117.695,1
0.578,0.892,0.0441,0.000139,0.0111,0.215,0.892,150.255,1
0.239,0.792,0.0611,0.0976,0.0029,0.109,0.0372,118.43,1
0.377,0.657,0.0333,0.00423,0.248,0.56,0.377,90.064,1
0.631,0.605,0.029,0.214,5.42e-06,0.107,0.397,115.05,1
0.463,0.107,0.0296,0.965,0.775,0.107,0.184,86.062,1
0.578,0.709,0.03,0.00138,0.000367,0.0977,0.565,110.707,1
0.43,0.0263,0.0565,0.993,0.959,0.118,0.167,81.841,1
0.294,0.0807,0.0329,0.989,0.589,0.0731,0.105,103.472,1
0.663,0.975,0.0468,0.00781,0.77,0.076,0.405,120.04,1
0.57,0.95,0.224,0.0116,0.435,0.0631,0.182,150.204,1
0.639,0.518,0.0356,0.156,0.0928,0.117,0.346,119.982,1
0.0618,0.483,0.0385,0.302,0.77,0.404,0.05,70.464,1
0.638,0.927,0.0621,0.000393,0.0987,0.451,0.0384,129.182,1
0.453,0.938,0.0395,0.00306,0.00331,0.132,0.255,160.005,1
0.285,0.886,0.153,0.00155,0.00184,0.169,0.0873,91.014,1
0.338,0.000982,0.0465,0.977,0.239,0.0966,0.0776,93.066,1
0.565,0.903,0.0816,0.0697,0.0,0.202,0.385,84.856,1
0.825,0.394,0.424,0.00948,0.0169,0.0867,0.866,126.988,1
0.634,0.91,0.0684,0.024,0.000844,0.332,0.152,86.991,1
0.722,0.613,0.0411,0.119,0.083,0.112,0.398,92.495,1
0.762,0.658,0.0481,0.392,0.00576,0.0852,0.32,130.002,1
0.856,0.465,0.0552,0.0301,0.101,0.0952,0.42,101.9,1
0.85,0.758,0.209,0.0019,0.742,0.0684,0.59,126.001,1
0.763,0.807,0.0364,0.0876,0.908,0.0888,0.727,135.011,1
0.713,0.783,0.0486,0.000891,0.885,0.135,0.21,120.824,1
0.658,0.274,0.0305,0.718,0.636,0.123,0.362,119.969,1
0.798,0.532,0.0716,0.00208,0.868,0.105,0.0873,125.007,1
0.653,0.787,0.039,0.00356,0.841,0.264,0.631,121.991,1
0.411,0.677,0.0339,0.00155,0.164,0.147,0.0709,127.016,1
0.661,0.583,0.0303,0.483,0.753,0.0985,0.16,124.958,1
0.744,0.728,0.0458,0.00133,0.837,0.142,0.506,128.002,1
0.764,0.836,0.0819,9.5e-05,0.866,0.0445,0.961,122.981,1
0.675,0.801,0.0384,0.0875,0.67,0.318,0.736,86.246,1
0.681,0.779,0.122,0.00256,0.71,0.103,0.403,75.009,1
0.776,0.801,0.0836,0.417,0.568,0.0746,0.33,123.992,1
0.58,0.627,0.0329,0.139,0.03,0.227,0.0486,107.028,1
0.69,0.674,0.0416,0.0596,0.592,0.0557,0.432,127.01,1
0.484,0.925,0.0469,0.000241,0.802,0.757,0.634,75.005,1
0.817,0.574,0.0369,0.181,0.000607,0.337,0.873,125.023,1
0.81,0.733,0.0444,0.276,6.73e-06,0.288,0.9,125.975,1
0.545,0.948,0.0779,0.00335,0.364,0.226,0.355,141.507,1
0.556,0.92,0.0805,5.17e-05,0.0275,0.445,0.635,170.179,1
0.473,0.904,0.0353,0.00322,0.00105,0.189,0.397,179.996,1
0.768,0.704,0.137,0.138,0.00459,0.088,0.713,159.987,1
0.585,0.981,0.334,0.0521,2.1e-06,0.0931,0.606,174.966,1
0.647,0.877,0.0532,0.0582,0.205,0.377,0.274,121.994,1
0.558,0.0259,0.0458,0.996,0.871,0.0969,0.37,157.811,1
0.56,0.951,0.0578,0.000509,0.909,0.0826,0.0702,129.043,1
0.463,0.852,0.0687,1.38e-05,0.042,0.108,0.67,169.871,1
0.386,0.715,0.035,0.000892,0.0772,0.0916,0.0878,162.138,1
0.403,0.955,0.0606,3.8e-06,0.872,0.101,0.682,170.002,1
0.295,0.841,0.0487,0.00364,0.792,0.102,0.134,155.584,1
0.115,0.442,0.048,0.0544,0.589,0.471,0.159,61.826,1
0.622,0.956,0.053,2.95e-05,0.851,0.359,0.446,140.073,1
0.402,0.969,0.163,2.89e-05,4.87e-05,0.147,0.569,185.952,1
0.356,0.665,0.0413,0.000168,0.916,0.266,0.197,151.941,1
0.553,0.856,0.0533,0.00705,0.692,0.099,0.733,144.025,1
0.499,0.911,0.0348,0.000116,0.749,0.0948,0.412,145.119,1
0.567,0.856,0.0451,0.000805,0.548,0.0795,0.719,145.043,1
0.143,0.679,0.0441,0.0099,0.645,0.109,0.184,79.086,1
0.646,0.823,0.0586,0.0075,0.212,0.411,0.579,147.101,1
0.599,0.952,0.112,0.000372,0.0717,0.188,0.456,150.041,1
0.618,0.752,0.051,0.000175,0.626,0.109,0.421,145.09,1
0.652,0.944,0.0515,0.00225,0.276,0.103,0.454,147.078,1
0.646,0.909,0.0789,0.00278,0.628,0.0871,0.529,155.084,1
0.345,0.867,0.342,0.00121,0.742,0.108,0.0798,154.086,1
0.542,0.786,0.0502,0.0468,0.119,0.38,0.309,144.076,1
0.288,0.291,0.0353,0.00379,0.244,0.797,0.0795,163.524,1
0.646,0.935,0.0409,0.000128,0.202,0.0714,0.566,138.053,1
0.638,0.962,0.0541,0.00223,0.716,0.309,0.562,119.081,1
0.664,0.998,0.0642,0.00128,0.466,0.287,0.37,149.002,1
0.533,0.984,0.0649,0.165,0.839,0.101,0.647,144.017,1
0.318,0.924,0.128,0.00134,0.171,0.062,0.0423,149.96,1
0.56,0.95,0.129,0.0498,0.0864,0.124,0.228,103.993,1
0.642,0.996,0.0557,0.00662,0.75,0.181,0.161,144.993,1
0.619,0.948,0.042,0.0686,0.514,0.231,0.11,148.014,1
0.696,0.886,0.0383,0.0822,0.647,0.37,0.828,119.006,1
0.616,0.986,0.0912,0.0335,0.81,0.44,0.105,140.011,1
0.536,0.98,0.0496,0.032,0.897,0.217,0.543,150.028,1
0.665,0.43,0.117,0.465,0.0488,0.0965,0.701,115.399,1
0.888,0.707,0.034,0.298,0.758,0.0649,0.97,116.671,1
0.344,0.351,0.0342,0.879,0.221,0.0791,0.206,67.017,1
0.729,0.626,0.0299,0.052,0.241,0.665,0.666,123.242,1
0.659,0.764,0.176,0.0106,0.874,0.0761,0.551,118.245,1
0.546,0.743,0.0362,0.03,0.925,0.101,0.52,101.906,1
0.591,0.95,0.0613,0.0173,0.935,0.166,0.846,121.707,1
0.458,0.894,0.0947,0.00623,0.538,0.0532,0.73,147.842,1
0.496,0.736,0.0622,0.00332,0.669,0.126,0.428,125.604,1
0.635,0.927,0.0464,0.00445,0.788,0.36,0.897,124.471,1
0.792,0.606,0.0724,0.234,0.485,0.4,0.95,121.649,1
0.617,0.597,0.0446,0.0957,0.892,0.0699,0.178,113.758,1
0.689,0.749,0.0306,0.0162,0.905,0.066,0.827,107.779,1
0.683,0.797,0.0421,0.0028,0.886,0.0784,0.96,110.35,1
0.612,0.807,0.0635,0.221,0.917,0.0784,0.917,108.714,1
0.524,0.485,0.025,0.0548,0.439,0.124,0.298,98.625,1
0.651,0.625,0.0523,0.245,0.829,0.0898,0.827,92.836,1
0.592,0.705,0.0456,0.0039,0.927,0.0617,0.662,117.041,1
0.516,0.734,0.105,0.0721,0.925,0.106,0.595,102.362,1
0.601,0.931,0.0743,0.0168,0.686,0.231,0.6,147.145,1
0.71,0.804,0.0651,0.0143,6.59e-05,0.116,0.606,110.077,1
0.577,0.825,0.062,0.00196,0.242,0.0998,0.502,150.059,1
0.598,0.828,0.0294,0.211,0.0,0.354,0.614,100.003,1
0.56,0.555,0.0326,0.00392,0.808,0.335,0.394,139.993,1
0.593,0.837,0.0412,0.183,0.00012,0.115,0.267,102.952,1
0.834,0.672,0.0407,0.00144,0.0069,0.121,0.286,119.995,1
0.649,0.902,0.0523,0.000758,9.96e-06,0.192,0.719,124.019,1
0.68,0.722,0.0683,0.18,0.000137,0.339,0.2,120.012,1
0.558,0.736,0.0354,0.00566,0.0,0.271,0.42,129.903,1
0.678,0.68,0.042,0.0542,0.0,0.143,0.435,121.003,1
0.358,0.551,0.034,0.288,0.709,0.0943,0.142,189.92,1
0.759,0.675,0.0422,0.0261,0.0341,0.431,0.866,127.522,1
0.768,0.612,0.0454,0.0217,0.0239,0.0513,0.878,113.798,1
0.791,0.721,0.0427,0.0256,0.0084,0.149,0.885,127.592,1
0.551,0.546,0.0285,0.0535,0.0431,0.391,0.21,129.712,1
0.757,0.596,0.0339,0.0409,0.0447,0.171,0.195,97.769,1
0.7,0.802,0.037,0.0422,0.17,0.239,0.445,97.189,1
0.679,0.94,0.0725,0.034,0.0,0.0494,0.283,105.216,1
0.361,0.428,0.0306,0.00451,0.66,0.0879,0.125,86.884,1
0.611,0.813,0.0279,0.339,0.898,0.224,0.821,140.112,1
0.718,0.557,0.0328,0.185,0.707,0.055,0.586,94.095,1
0.563,0.683,0.027,0.00472,0.0851,0.0839,0.108,116.964,1
0.665,0.689,0.0316,0.571,0.0909,0.0868,0.182,95.048,1
0.444,0.57,0.0288,0.101,0.858,0.104,0.296,204.468,1
0.449,0.608,0.0263,0.45,0.931,0.107,0.82,81.81,1
0.655,0.449,0.0294,0.636,0.874,0.196,0.683,97.374,1
0.335,0.686,0.032,0.0363,0.755,0.117,0.395,94.761,1
0.457,0.877,0.0436,0.374,0.887,0.101,0.475,139.072,1
0.665,0.43,0.117,0.465,0.0488,0.0965,0.701,115.399,1
0.888,0.707,0.034,0.298,0.758,0.0649,0.97,116.671,1
0.344,0.351,0.0342,0.879,0.221,0.0791,0.206,67.017,1
0.729,0.626,0.0299,0.052,0.241,0.665,0.666,123.242,1
0.376,0.0558,0.0325,0.778,0.00069,0.111,0.158,111.112,5
0.588,0.528,0.0316,0.407,9.32e-05,0.178,0.605,75.683,5
0.334,0.426,0.0409,0.274,0.00146,0.123,0.623,175.092,5
0.408,0.554,0.0581,0.326,0.00544,0.117,0.889,173.039,5
0.604,0.662,0.0463,0.296,1.1e-06,0.13,0.78,140.08,5
0.715,0.0849,0.0371,0.64,1.03e-05,0.325,0.229,116.906,5
0.406,0.129,0.034,0.676,0.000722,0.296,0.389,145.857,5
0.696,0.366,0.032,0.842,0.0,0.0858,0.441,123.285,5
0.598,0.644,0.0405,0.163,0.00022,0.621,0.369,129.224,5
0.453,0.531,0.028,0.459,0.0,0.178,0.347,110.114,5
0.644,0.487,0.0339,0.695,7.02e-05,0.105,0.249,80.045,5
0.474,0.44,0.0332,0.218,0.000538,0.11,0.2,169.717,5
0.664,0.329,0.0311,0.68,0.0,0.15,0.192,139.041,5
0.489,0.647,0.0688,0.618,0.00181,0.102,0.13,119.85,5
0.428,0.437,0.0468,0.623,7.48e-06,0.124,0.233,167.834,5
0.641,0.689,0.0309,0.683,0.0127,0.383,0.608,111.7,5
0.641,0.602,0.0331,0.749,0.0164,0.187,0.189,121.969,5
0.732,0.452,0.0374,0.671,6.34e-05,0.111,0.387,80.467,5
0.693,0.352,0.0336,0.868,1.16e-06,0.162,0.326,126.06,5
0.472,0.555,0.0479,0.444,1.77e-06,0.118,0.141,142.859,5
0.317,0.15,0.0323,0.951,9.28e-05,0.113,0.228,45.306,5
0.603,0.728,0.0428,0.0425,9.33e-06,0.113,0.585,106.031,5
0.749,0.662,0.0411,0.276,0.0,0.17,0.7,119.994,5
0.524,0.303,0.0308,0.871,4.84e-06,0.0922,0.183,143.075,5
0.378,0.441,0.0355,0.709,0.00288,0.0887,0.158,105.905,5
0.523,0.582,0.0619,0.429,0.000312,0.116,0.361,167.725,5
0.641,0.818,0.0453,0.119,0.000444,0.168,0.355,109.967,5
0.654,0.713,0.0846,0.628,0.0,0.0837,0.694,80.043,5
0.529,0.544,0.0312,0.317,0.00129,0.0442,0.198,94.978,5
0.669,0.552,0.0587,0.807,0.000874,0.321,0.488,100.102,5
0.607,0.347,0.0366,0.833,0.0,0.212,0.33,122.206,5
0.866,0.508,0.058,0.769,8.35e-06,0.11,0.476,117.951,5
0.541,0.609,0.0478,0.51,0.000668,0.102,0.381,147.828,5
0.667,0.238,0.0314,0.921,0.0,0.102,0.473,94.811,5
0.539,0.596,0.0364,0.757,0.0,0.163,0.321,61.498,5
0.589,0.564,0.0525,0.276,9.54e-06,0.089,0.471,160.114,5
0.646,0.73,0.0374,0.271,0.013,0.11,0.293,120.982,5
0.446,0.316,0.0353,0.927,0.0,0.221,0.345,107.577,5
0.581,0.197,0.0329,0.88,0.0,0.107,0.349,130.367,5
0.555,0.43,0.0295,0.462,0.000191,0.0869,0.274,147.613,5
0.689,0.614,0.0306,0.252,1.95e-05,0.178,0.411,141.97,5
0.611,0.555,0.0274,0.0952,0.0,0.11,0.413,88.969,5
0.448,0.649,0.0434,0.418,0.0,0.0976,0.575,195.925,5
0.725,0.674,0.0363,0.0325,3.55e-06,0.0531,0.773,120.057,5
0.435,0.19,0.029,0.954,7.12e-05,0.117,0.106,153.405,5
0.447,0.429,0.028,0.718,0.0163,0.105,0.074,116.521,5
0.619,0.657,0.0446,0.404,0.00016,0.865,0.233,95.012,5
0.617,0.195,0.0341,0.89,0.0,0.108,0.344,65.542,5
0.503,0.536,0.0259,0.642,0.00143,0.111,0.21,90.966,5
0.699,0.808,0.0296,0.579,7.16e-06,0.167,0.794,111.977,5
0.642,0.657,0.0333,0.249,0.0,0.111,0.658,90.0,5
0.623,0.631,0.0352,0.266,7.2e-06,0.0931,0.273,121.973,5
0.677,0.616,0.032,0.173,0.0,0.0427,0.736,89.988,5
0.669,0.653,0.0269,0.11,1.58e-05,0.0826,0.528,104.995,5
0.557,0.147,0.103,0.903,0.0,0.176,0.482,55.513,5
0.433,0.188,0.0293,0.954,8.48e-05,0.118,0.112,153.281,5
0.567,0.542,0.0309,0.309,0.000342,0.0734,0.229,125.16,5
0.645,0.552,0.033,0.167,2.33e-05,0.0718,0.214,102.881,5
0.787,0.812,0.152,0.0702,1.89e-06,0.0415,0.877,123.008,5
0.652,0.759,0.0341,0.167,0.000254,0.0907,0.762,120.004,5
0.476,0.626,0.0325,0.154,3.23e-05,0.0762,0.528,104.44,5
0.612,0.585,0.068,0.347,0.0,0.165,0.891,169.89,5
0.436,0.436,0.0271,0.774,1.23e-05,0.0969,0.368,167.336,5
0.405,0.104,0.0326,0.933,0.0,0.131,0.315,178.481,5
0.644,0.643,0.0275,0.141,1.3e-06,0.101,0.606,99.967,5
0.65,0.546,0.0308,0.26,9.3e-06,0.186,0.467,119.892,5
0.753,0.454,0.0258,0.692,1.21e-06,0.0973,0.685,105.997,5
0.646,0.48,0.0554,0.555,0.0,0.359,0.68,79.977,5
0.625,0.432,0.0249,0.767,0.000405,0.338,0.322,102.037,5
0.733,0.414,0.0318,0.679,0.0,0.206,0.801,111.935,5
0.601,0.474,0.0293,0.213,1.01e-06,0.123,0.506,169.867,5
0.423,0.298,0.0412,0.881,1.73e-05,0.104,0.172,123.192,5
0.448,0.649,0.0434,0.418,0.0,0.0976,0.575,195.925,5
0.651,0.466,0.0305,0.541,0.0027,0.116,0.326,86.953,5
0.609,0.558,0.0302,0.161,6.16e-05,0.0988,0.48,69.97,5
0.614,0.375,0.0387,0.578,0.0,0.172,0.921,203.998,5
0.559,0.52,0.0309,0.343,0.00128,0.129,0.198,79.104,5
0.683,0.727,0.0379,0.0461,1.85e-06,0.373,0.54,94.014,5
0.694,0.449,0.0277,0.64,2.59e-06,0.349,0.274,115.998,5
0.708,0.501,0.0296,0.353,1.37e-05,0.144,0.46,77.495,5
0.704,0.636,0.0236,0.224,0.0,0.156,0.571,110.021,5
0.641,0.622,0.0297,0.57,8.15e-05,0.0694,0.552,147.997,5
0.613,0.798,0.033,0.401,5.93e-06,0.0847,0.836,143.1,5
0.623,0.281,0.0276,0.783,0.000268,0.105,0.247,127.106,5
0.426,0.533,0.0318,0.13,0.00763,0.712,0.311,119.487,5
0.544,0.554,0.0472,0.229,7.9e-06,0.707,0.383,77.093,5
0.465,0.691,0.0387,0.00743,0.00396,0.69,0.25,119.594,5
0.567,0.398,0.0256,0.124,1.33e-06,0.132,0.365,98.985,5
0.459,0.355,0.0279,0.494,0.0,0.701,0.371,146.82,5
0.507,0.343,0.0331,0.0756,0.000402,0.799,0.0627,73.969,5
0.503,0.418,0.0287,0.511,0.0,0.306,0.306,145.694,5
0.595,0.275,0.0309,0.864,0.0,0.107,0.345,85.752,5
0.578,0.608,0.0245,0.165,4.37e-05,0.154,0.578,99.464,5
0.622,0.495,0.0452,0.615,0.0,0.214,0.761,138.284,5
0.551,0.511,0.0254,0.106,9.39e-06,0.0639,0.897,159.839,5
0.622,0.636,0.0352,0.775,0.000161,0.136,0.759,151.2,5
0.724,0.566,0.0305,0.617,0.00023,0.234,0.873,131.174,5
0.477,0.206,0.0349,0.9,1.37e-05,0.229,0.2,94.784,5
0.631,0.546,0.0266,0.761,3.11e-05,0.213,0.903,109.968,5
0.644,0.522,0.0341,0.724,3.72e-05,0.098,0.481,140.028,5
0.705,0.684,0.0327,0.568,0.0,0.274,0.95,128.799,5
0.732,0.862,0.0604,0.309,0.0,0.0658,0.711,137.314,5
0.267,0.218,0.0363,0.944,0.000288,0.119,0.204,76.395,5
0.671,0.686,0.0271,0.597,2.24e-06,0.283,0.547,111.007,5
0.576,0.762,0.0317,0.419,0.000205,0.317,0.716,126.848,5
0.552,0.701,0.0319,0.349,3.35e-05,0.078,0.745,123.606,5
0.377,0.72,0.0364,0.0217,0.00919,0.138,0.26,142.212,5
0.469,0.208,0.0448,0.607,1.72e-06,0.127,0.215,81.098,5
0.408,0.607,0.0391,0.236,8.02e-05,0.0972,0.169,144.136,5
0.523,0.636,0.0582,0.0541,2.63e-06,0.0716,0.155,128.785,5
0.415,0.404,0.0393,0.678,1.95e-05,0.28,0.425,81.202,5
0.435,0.401,0.0434,0.782,0.000676,0.113,0.0911,84.001,5
0.351,0.593,0.0267,0.678,5.54e-05,0.117,0.358,92.263,5
0.593,0.397,0.0329,0.684,7.44e-06,0.0982,0.32,76.703,5
0.604,0.444,0.0698,0.409,0.0,0.0837,0.169,72.129,5
0.533,0.389,0.051,0.85,0.0012,0.104,0.164,76.77,5
0.595,0.41,0.0257,0.776,4.27e-06,0.224,0.141,83.308,5
0.635,0.114,0.0522,0.819,6.35e-06,0.0797,0.0998,72.401,5
0.827,0.638,0.0311,0.413,0.00983,0.0684,0.943,110.015,5
0.623,0.766,0.0531,0.103,0.0193,0.158,0.55,153.15,5
0.552,0.634,0.0261,0.00994,0.202,0.0798,0.213,76.557,5
0.415,0.705,0.0286,0.00232,0.0914,0.145,0.529,178.002,5
0.622,0.801,0.0407,0.244,2.36e-06,0.255,0.451,88.004,5
0.305,0.49,0.0294,0.225,0.00526,0.671,0.368,183.937,5
0.695,0.372,0.0242,0.282,0.124,0.114,0.433,88.005,5
0.641,0.327,0.0276,0.343,0.2,0.0877,0.505,82.03,5
0.3,0.986,0.107,0.000386,0.000136,0.0924,0.256,85.117,2
0.296,0.747,0.0445,0.0148,0.0,0.182,0.533,186.229,2
0.595,0.89,0.0353,0.319,0.0828,0.324,0.518,95.009,2
0.765,0.607,0.028,0.171,0.013,0.111,0.619,112.954,2
0.609,0.859,0.0436,0.000358,0.111,0.0749,0.558,120.038,2
0.411,0.931,0.076,0.0207,0.00417,0.77,0.498,142.679,2
0.573,0.728,0.0305,0.134,0.000584,0.121,0.352,89.037,2
0.295,0.618,0.044,0.018,0.00261,0.0908,0.137,119.843,2
0.622,0.471,0.0281,0.0129,0.00113,0.203,0.409,112.036,2
0.559,0.337,0.0279,0.113,0.0,0.127,0.274,100.384,2
0.514,0.437,0.0719,0.37,0.00118,0.064,0.181,120.002,2
0.284,0.866,0.0931,0.0254,4.08e-05,0.156,0.2,100.58,2
0.386,0.459,0.0288,0.772,0.864,0.167,0.257,171.826,2
0.59,0.283,0.0288,0.536,0.00106,0.0884,0.288,104.986,2
0.552,0.0298,0.032,0.984,0.581,0.149,0.373,94.048,2
0.57,0.827,0.03,0.00146,0.182,0.612,0.498,102.964,2
0.238,0.879,0.0572,2.96e-05,0.0866,0.1,0.396,102.907,2
0.486,0.569,0.0403,0.0852,0.76,0.0678,0.0398,179.982,2
0.435,0.88,0.0657,0.533,0.666,0.113,0.681,137.209,2
0.653,0.942,0.0942,0.0396,0.119,0.0975,0.59,141.797,2
0.596,0.667,0.0301,0.0218,1.64e-06,0.165,0.104,103.965,2
0.434,0.104,0.0342,0.823,4.55e-05,0.113,0.139,181.028,2
0.538,0.6,0.0302,0.429,0.0562,0.117,0.499,169.931,2
0.542,0.654,0.0311,0.444,0.0,0.117,0.339,78.012,2
0.463,0.28,0.0276,0.664,0.0,0.102,0.641,97.79,2
0.305,0.875,0.0791,0.00435,1.25e-05,0.2,0.602,183.88,2
0.563,0.869,0.046,0.19,0.000113,0.317,0.561,107.969,2
0.354,0.764,0.0404,2.86e-06,0.00245,0.101,0.443,140.084,2
0.483,0.81,0.0366,0.000124,4.79e-05,0.118,0.382,141.906,2
0.326,0.897,0.0793,0.0093,0.288,0.115,0.401,164.741,2
0.554,0.749,0.0266,0.00189,0.39,0.124,0.823,168.057,2
0.38,0.878,0.0473,0.00534,0.376,0.345,0.769,140.59,2
0.802,0.478,0.0612,0.0485,0.138,0.113,0.925,102.004,2
0.695,0.535,0.0302,0.535,1.26e-05,0.238,0.811,116.03,2
0.723,0.593,0.037,0.123,0.000734,0.126,0.874,120.052,2
0.432,0.88,0.0503,0.000221,0.462,0.362,0.655,178.032,2
0.514,0.633,0.0294,0.00358,3.91e-05,0.31,0.458,93.927,2
0.583,0.82,0.0622,0.0293,0.00119,0.608,0.759,90.611,2
0.418,0.569,0.0338,0.565,4.11e-06,0.229,0.268,88.912,2
0.467,0.461,0.0274,0.368,0.00115,0.358,0.188,131.325,2
0.822,0.706,0.0387,0.193,0.00167,0.129,0.896,128.707,2
0.451,0.778,0.0282,6.58e-05,0.00012,0.14,0.126,131.95,2
0.647,0.463,0.0367,0.753,0.138,0.112,0.339,114.948,2
0.454,0.751,0.0386,0.106,0.809,0.123,0.908,170.022,2
0.62,0.594,0.0383,0.887,0.5,0.0917,0.698,165.861,2
0.263,0.853,0.0727,3.9e-05,0.362,0.0839,0.355,120.982,2
0.606,0.472,0.0267,0.188,0.403,0.111,0.388,143.973,2
0.425,0.945,0.0554,0.000231,0.000468,0.101,0.818,176.975,2
0.483,0.931,0.346,0.000508,0.907,0.0792,0.295,170.03,2
0.373,0.474,0.031,0.736,9.26e-05,0.287,0.387,101.918,2
0.545,0.411,0.0253,0.622,0.893,0.111,0.0941,97.928,2
